county	state	county_comfired	county_new	Death	County_deaths_new	Fatality_ratio
Winchester	Virginia	30	0	0	0	0%
Prince Edward	Virginia	29	0	2	0	6.9%
Prince George	Virginia	29	0	0	0	0%
Roanoke City	Virginia	28	0	0	0	0%
Petersburg	Virginia	27	0	2	0	7.4%
Botetourt	Virginia	26	0	3	0	11.5%
Fairfax City	Virginia	26	0	2	0	7.7%
Sussex	Virginia	25	0	1	0	4%
Falls Church	Virginia	25	0	2	0	8%
Orange	Virginia	22	0	0	0	0%
Page	Virginia	22	0	0	0	0%
Bedford	Virginia	21	0	0	0	0%
Gloucester	Virginia	21	0	1	0	4.8%
King George	Virginia	21	0	4	0	19%
Caroline	Virginia	21	0	0	0	0%
Fredericksburg	Virginia	20	0	0	0	0%
New Kent	Virginia	20	0	1	0	5%
Wise	Virginia	20	0	1	0	5%
Hopewell	Virginia	19	0	0	0	0%
Emporia	Virginia	18	0	1	0	5.6%
Franklin	Virginia	17	0	0	0	0%
Amelia	Virginia	15	0	1	0	6.7%
Franklin City	Virginia	15	0	0	0	0%
Madison	Virginia	14	0	0	0	0%
Williamsburg	Virginia	14	0	1	0	7.1%
Westmoreland	Virginia	14	0	0	0	0%
Brunswick	Virginia	13	0	0	0	0%
Halifax	Virginia	13	0	0	0	0%
Smyth	Virginia	13	0	0	0	0%
Charles City	Virginia	12	0	1	0	8.3%
Northampton	Virginia	12	0	0	0	0%
Appomattox	Virginia	12	0	0	0	0%
Buchanan	Virginia	12	0	0	0	0%
Dinwiddie	Virginia	12	0	0	0	0%
Pittsylvania	Virginia	11	0	1	0	9.1%
Wythe	Virginia	11	0	1	0	9.1%
Campbell	Virginia	10	0	0	0	0%
Greene	Virginia	10	0	1	0	10%
Henry	Virginia	10	0	1	0	10%
Cumberland	Virginia	10	0	0	0	0%
Staunton	Virginia	10	0	0	0	0%
Amherst	Virginia	9	0	1	0	11.1%
Powhatan	Virginia	9	0	0	0	0%
Waynesboro	Virginia	9	0	0	0	0%
Pulaski	Virginia	9	0	0	0	0%
Nottoway	Virginia	8	0	0	0	0%
Salem	Virginia	8	0	0	0	0%
Charlotte	Virginia	8	0	0	0	0%
Lee	Virginia	7	0	0	0	0%
Nelson	Virginia	7	0	0	0	0%
Clarke	Virginia	7	0	0	0	0%
Northumberland	Virginia	6	0	0	0	0%
Poquoson	Virginia	6	0	0	0	0%
Alleghany	Virginia	5	0	0	0	0%
Scott	Virginia	5	0	1	0	20%
Rockbridge	Virginia	5	0	0	0	0%
Buena Vista City	Virginia	5	0	0	0	0%
Surry	Virginia	4	0	1	0	25%
Tazewell	Virginia	4	0	0	0	0%
Giles	Virginia	4	0	0	0	0%
Carroll	Virginia	3	0	0	0	0%
King William	Virginia	3	0	0	0	0%
Mathews	Virginia	3	0	0	0	0%
Lexington	Virginia	3	0	0	0	0%
Essex	Virginia	3	0	0	0	0%
Lunenburg	Virginia	3	0	0	0	0%
Middlesex	Virginia	3	0	0	0	0%
King and Queen	Virginia	2	0	0	0	0%
Radford	Virginia	2	0	0	0	0%
Norton	Virginia	2	0	0	0	0%
Russell	Virginia	2	0	0	0	0%
Craig	Virginia	2	0	0	0	0%
Bristol	Virginia	1	0	0	0	0%
Covington	Virginia	1	0	0	0	0%
Galax	Virginia	1	0	0	0	0%
Lancaster	Virginia	1	0	0	0	0%
Rappahannock	Virginia	1	0	0	0	0%
Floyd	Virginia	1	0	0	0	0%
Highland	Virginia	1	0	0	0	0%
Patrick	Virginia	1	0	0	0	0%
Bath	Virginia	0	0	0	0	0%
Bland	Virginia	0	0	0	0	0%
Dickenson	Virginia	0	0	0	0	0%
Grayson	Virginia	0	0	0	0	0%
Martinsville	Virginia	0	0	0	0	0%
Unassigned	Virginia	0	0	0	0	0%
Shelby	Tennessee	1,953	0	44	0	2.3%
Davidson	Tennessee	1,934	0	21	0	1.1%
Sumner	Tennessee	556	0	32	0	5.8%
Williamson	Tennessee	369	0	7	0	1.9%
Rutherford	Tennessee	352	0	7	0	2%
Bledsoe	Tennessee	351	0	0	0	0%
Out-of-state	Tennessee	277	0	1	0	0.4%
Knox	Tennessee	203	0	4	0	2%
Wilson	Tennessee	196	0	1	0	0.5%
Bedford	Tennessee	130	0	2	0	1.5%
Montgomery	Tennessee	130	0	2	0	1.5%
Hamilton	Tennessee	129	0	13	0	10.1%
Robertson	Tennessee	126	0	0	0	0%
Putnam	Tennessee	101	0	4	0	4%
Madison	Tennessee	96	0	1	0	1%
Tipton	Tennessee	87	0	0	0	0%
Cumberland	Tennessee	61	0	0	0	0%
Dickson	Tennessee	56	0	0	0	0%
Blount	Tennessee	48	0	3	0	6.3%
Fayette	Tennessee	48	0	1	0	2.1%
Sullivan	Tennessee	47	0	1	0	2.1%
Washington	Tennessee	46	0	0	0	0%
Bradley	Tennessee	38	0	1	0	2.6%
Greene	Tennessee	38	0	2	0	5.3%
Macon	Tennessee	35	0	3	0	8.6%
Maury	Tennessee	35	0	0	0	0%
Sevier	Tennessee	34	0	1	0	2.9%
Gibson	Tennessee	32	0	1	0	3.1%
Dyer	Tennessee	30	0	0	0	0%
Unassigned	Tennessee	30	0	0	0	0%
Cheatham	Tennessee	28	0	0	0	0%
Franklin	Tennessee	28	0	1	0	3.6%
Hawkins	Tennessee	28	0	2	0	7.1%
Marion	Tennessee	28	0	1	0	3.6%
Grundy	Tennessee	27	0	1	0	3.7%
Trousdale	Tennessee	27	0	1	0	3.7%
Coffee	Tennessee	25	0	0	0	0%
Loudon	Tennessee	24	0	0	0	0%
Anderson	Tennessee	23	0	1	0	4.3%
Marshall	Tennessee	22	0	1	0	4.5%
Lake	Tennessee	20	0	0	0	0%
Smith	Tennessee	18	0	1	0	5.6%
Hickman	Tennessee	16	0	0	0	0%
Jefferson	Tennessee	16	0	0	0	0%
Lauderdale	Tennessee	16	0	0	0	0%
Lawrence	Tennessee	16	0	0	0	0%
Carroll	Tennessee	14	0	1	0	7.1%
Cocke	Tennessee	14	0	0	0	0%
Hamblen	Tennessee	14	0	2	0	14.3%
Haywood	Tennessee	14	0	1	0	7.1%
Campbell	Tennessee	13	0	1	0	7.7%
Monroe	Tennessee	12	0	1	0	8.3%
Obion	Tennessee	12	0	1	0	8.3%
Henry	Tennessee	11	0	0	0	0%
Lincoln	Tennessee	11	0	0	0	0%
Scott	Tennessee	11	0	0	0	0%
Cannon	Tennessee	10	0	0	0	0%
Chester	Tennessee	10	0	0	0	0%
DeKalb	Tennessee	10	0	0	0	0%
McNairy	Tennessee	10	0	0	0	0%
Weakley	Tennessee	9	0	0	0	0%
Hardeman	Tennessee	8	0	0	0	0%
Perry	Tennessee	8	0	0	0	0%
Roane	Tennessee	8	0	0	0	0%
Humphreys	Tennessee	7	0	0	0	0%
Overton	Tennessee	7	0	0	0	0%
Polk	Tennessee	7	0	0	0	0%
Stewart	Tennessee	7	0	0	0	0%
Carter	Tennessee	6	0	1	0	16.7%
Giles	Tennessee	6	0	0	0	0%
McMinn	Tennessee	6	0	0	0	0%
Jackson	Tennessee	6	0	0	0	0%
Crockett	Tennessee	6	0	0	0	0%
Benton	Tennessee	5	0	1	0	20%
Claiborne	Tennessee	5	0	0	0	0%
Clay	Tennessee	5	0	0	0	0%
Meigs	Tennessee	5	0	0	0	0%
Morgan	Tennessee	5	0	0	0	0%
Henderson	Tennessee	5	0	0	0	0%
Decatur	Tennessee	4	0	0	0	0%
Fentress	Tennessee	4	0	0	0	0%
Grainger	Tennessee	4	0	0	0	0%
Hardin	Tennessee	4	0	0	0	0%
Houston	Tennessee	4	0	0	0	0%
Rhea	Tennessee	4	0	0	0	0%
Warren	Tennessee	4	0	0	0	0%
White	Tennessee	4	0	0	0	0%
Sequatchie	Tennessee	3	0	0	0	0%
Union	Tennessee	3	0	0	0	0%
Moore	Tennessee	3	0	0	0	0%
Johnson	Tennessee	2	0	0	0	0%
Lewis	Tennessee	2	0	0	0	0%
Wayne	Tennessee	2	0	0	0	0%
Unicoi	Tennessee	1	0	0	0	0%
Van Buren	Tennessee	1	0	0	0	0%
Hancock	Tennessee	0	0	0	0	0%
Mecklenburg	North Carolina	1,400	23	37	0	2.6%
Wake	North Carolina	633	0	11	0	1.7%
Wayne	North Carolina	597	0	6	0	1%
Durham	North Carolina	500	0	9	0	1.8%
Rowan	North Carolina	290	0	20	0	6.9%
Guilford	North Carolina	240	0	16	0	6.7%
Cabarrus	North Carolina	236	0	7	0	3%
Orange	North Carolina	199	0	8	0	4%
Union	North Carolina	186	0	7	0	3.8%
Chatham	North Carolina	156	0	6	0	3.8%
Cumberland	North Carolina	154	0	6	0	3.9%
Henderson	North Carolina	145	0	14	0	9.7%
Forsyth	North Carolina	143	0	5	0	3.5%
Wilson	North Carolina	130	0	6	0	4.6%
Gaston	North Carolina	126	0	3	0	2.4%
Johnston	North Carolina	125	0	11	0	8.8%
Granville	North Carolina	123	0	5	0	4.1%
Davidson	North Carolina	107	0	2	0	1.9%
Moore	North Carolina	104	0	6	0	5.8%
Pitt	North Carolina	101	0	2	0	2%
Randolph	North Carolina	97	0	2	0	2.1%
Iredell	North Carolina	94	0	3	0	3.2%
Rutherford	North Carolina	92	0	5	0	5.4%
Burke	North Carolina	83	0	8	0	9.6%
Franklin	North Carolina	77	0	13	0	16.9%
Columbus	North Carolina	76	0	5	0	6.6%
Northampton	North Carolina	75	0	2	0	2.7%
Harnett	North Carolina	74	0	5	0	6.8%
Nash	North Carolina	74	0	1	0	1.4%
New Hanover	North Carolina	74	0	3	0	4.1%
Lee	North Carolina	65	0	0	0	0%
Alamance	North Carolina	63	0	0	0	0%
Edgecombe	North Carolina	62	0	1	0	1.6%
Robeson	North Carolina	53	0	3	0	5.7%
Buncombe	North Carolina	49	0	3	0	6.1%
Catawba	North Carolina	47	0	1	0	2.1%
Cleveland	North Carolina	45	0	2	0	4.4%
Duplin	North Carolina	41	0	0	0	0%
Halifax	North Carolina	40	0	1	0	2.5%
Brunswick	North Carolina	39	0	2	0	5.1%
Onslow	North Carolina	39	0	1	0	2.6%
Vance	North Carolina	38	0	1	0	2.6%
Craven	North Carolina	37	0	4	0	10.8%
Hoke	North Carolina	34	0	0	0	0%
Lenoir	North Carolina	34	0	1	0	2.9%
Pasquotank	North Carolina	33	0	1	0	3%
Bertie	North Carolina	31	0	1	0	3.2%
Richmond	North Carolina	28	0	2	0	7.1%
Carteret	North Carolina	27	0	3	0	11.1%
Caldwell	North Carolina	26	0	0	0	0%
Lincoln	North Carolina	25	0	0	0	0%
Sampson	North Carolina	25	0	0	0	0%
Davie	North Carolina	24	0	2	0	8.3%
Stanly	North Carolina	24	0	4	0	16.7%
Rockingham	North Carolina	22	0	2	0	9.1%
Washington	North Carolina	22	0	2	0	9.1%
McDowell	North Carolina	21	0	1	0	4.8%
Anson	North Carolina	19	0	0	0	0%
Montgomery	North Carolina	19	0	1	0	5.3%
Person	North Carolina	19	0	0	0	0%
Beaufort	North Carolina	16	0	0	0	0%
Cherokee	North Carolina	16	0	1	0	6.3%
Scotland	North Carolina	16	0	0	0	0%
Dare	North Carolina	15	0	1	0	6.7%
Greene	North Carolina	14	0	0	0	0%
Hertford	North Carolina	14	0	1	0	7.1%
Caswell	North Carolina	13	0	0	0	0%
Martin	North Carolina	12	0	0	0	0%
Surry	North Carolina	12	0	0	0	0%
Yadkin	North Carolina	12	0	1	0	8.3%
Jones	North Carolina	12	0	2	0	16.7%
Polk	North Carolina	11	0	0	0	0%
Stokes	North Carolina	11	0	0	0	0%
Pender	North Carolina	11	0	0	0	0%
Perquimans	North Carolina	8	0	0	0	0%
Watauga	North Carolina	8	0	0	0	0%
Wilkes	North Carolina	8	0	1	0	12.5%
Transylvania	North Carolina	7	0	0	0	0%
Chowan	North Carolina	6	0	0	0	0%
Clay	North Carolina	6	0	0	0	0%
Gates	North Carolina	6	0	0	0	0%
Pamlico	North Carolina	6	0	0	0	0%
Jackson	North Carolina	5	0	0	0	0%
Mitchell	North Carolina	5	0	0	0	0%
Haywood	North Carolina	5	0	0	0	0%
Bladen	North Carolina	5	0	0	0	0%
Alexander	North Carolina	4	0	0	0	0%
Ashe	North Carolina	4	0	0	0	0%
Tyrrell	North Carolina	4	0	0	0	0%
Warren	North Carolina	3	0	0	0	0%
Alleghany	North Carolina	2	0	0	0	0%
Currituck	North Carolina	2	0	0	0	0%
Macon	North Carolina	2	0	1	0	50%
Unassigned	North Carolina	0	0	0	0	0%
St. Louis	Missouri	2,653	135	105	0	4%
St. Louis City	Missouri	966	0	46	1	4.8%
St. Charles	Missouri	487	0	26	0	5.3%
Kansas City	Missouri	461	0	14	0	3%
Jackson	Missouri	287	0	12	0	4.2%
Jefferson	Missouri	244	0	3	0	1.2%
Saline	Missouri	123	0	0	0	0%
Franklin	Missouri	105	0	10	0	9.5%
Boone	Missouri	98	0	1	0	1%
Greene	Missouri	92	0	8	0	8.7%
Clay	Missouri	62	0	1	0	1.6%
Moniteau	Missouri	59	0	0	0	0%
Scott	Missouri	59	0	1	0	1.7%
Lincoln	Missouri	58	0	1	0	1.7%
Cass	Missouri	55	0	6	0	10.9%
Johnson	Missouri	52	0	0	0	0%
Cole	Missouri	47	0	1	0	2.1%
Buchanan	Missouri	43	0	1	0	2.3%
Cape Girardeau	Missouri	42	0	1	0	2.4%
Perry	Missouri	38	0	0	0	0%
Camden	Missouri	35	0	1	0	2.9%
Lafayette	Missouri	33	0	1	0	3%
Pulaski	Missouri	30	0	1	0	3.3%
Platte	Missouri	28	0	0	0	0%
Butler	Missouri	26	0	0	0	0%
St. Francois	Missouri	26	0	1	0	3.8%
Warren	Missouri	22	0	0	0	0%
Callaway	Missouri	21	0	1	0	4.8%
Christian	Missouri	19	0	0	0	0%
Dunklin	Missouri	19	0	2	0	10.5%
Stoddard	Missouri	19	0	0	0	0%
Pemiscot	Missouri	18	0	1	0	5.6%
Jasper	Missouri	16	0	0	0	0%
Pettis	Missouri	16	0	0	0	0%
Webster	Missouri	13	0	0	0	0%
Adair	Missouri	12	0	0	0	0%
Clinton	Missouri	11	0	0	0	0%
Newton	Missouri	10	0	1	0	10%
Ray	Missouri	10	0	0	0	0%
Taney	Missouri	10	0	1	0	10%
Wright	Missouri	9	0	0	0	0%
New Madrid	Missouri	9	0	0	0	0%
Joplin	Missouri	8	0	0	0	0%
Randolph	Missouri	8	0	0	0	0%
Montgomery	Missouri	7	0	0	0	0%
Ste. Genevieve	Missouri	7	0	1	0	14.3%
Washington	Missouri	7	0	0	0	0%
Bates	Missouri	6	0	1	0	16.7%
Crawford	Missouri	6	0	0	0	0%
Harrison	Missouri	6	0	0	0	0%
Henry	Missouri	6	0	1	0	16.7%
Pike	Missouri	6	0	0	0	0%
Lewis	Missouri	6	0	1	0	16.7%
Barry	Missouri	5	0	0	0	0%
Cedar	Missouri	5	0	0	0	0%
Cooper	Missouri	5	0	0	0	0%
McDonald	Missouri	5	0	0	0	0%
Osage	Missouri	5	0	0	0	0%
Howell	Missouri	5	0	0	0	0%
Linn	Missouri	5	0	1	0	20%
Benton	Missouri	4	0	0	0	0%
Chariton	Missouri	4	0	0	0	0%
Ripley	Missouri	4	0	0	0	0%
Scotland	Missouri	4	0	0	0	0%
Vernon	Missouri	4	0	0	0	0%
Marion	Missouri	4	0	0	0	0%
Bollinger	Missouri	3	0	0	0	0%
Carter	Missouri	3	0	1	0	33.3%
DeKalb	Missouri	3	0	0	0	0%
Morgan	Missouri	3	0	0	0	0%
Stone	Missouri	3	0	0	0	0%
Nodaway	Missouri	3	0	0	0	0%
Mississippi	Missouri	3	0	0	0	0%
Atchison	Missouri	2	0	0	0	0%
Caldwell	Missouri	2	0	0	0	0%
Gasconade	Missouri	2	0	0	0	0%
Livingston	Missouri	2	0	0	0	0%
Macon	Missouri	2	0	0	0	0%
Maries	Missouri	2	0	0	0	0%
Reynolds	Missouri	2	0	0	0	0%
Dallas	Missouri	2	0	0	0	0%
Howard	Missouri	2	0	0	0	0%
St. Clair	Missouri	2	0	0	0	0%
Iron	Missouri	2	0	0	0	0%
Daviess	Missouri	2	0	0	0	0%
Ralls	Missouri	1	0	0	0	0%
Shelby	Missouri	1	0	0	0	0%
Unassigned	Missouri	1	0	0	0	0%
Clark	Missouri	1	0	0	0	0%
Worth	Missouri	1	0	0	0	0%
Phelps	Missouri	1	0	0	0	0%
Gentry	Missouri	1	0	0	0	0%
Madison	Missouri	1	0	0	0	0%
Oregon	Missouri	1	0	0	0	0%
Polk	Missouri	1	0	0	0	0%
Andrew	Missouri	1	0	0	0	0%
Holt	Missouri	1	0	0	0	0%
Miller	Missouri	1	0	0	0	0%
Audrain	Missouri	1	0	0	0	0%
Carroll	Missouri	1	0	0	0	0%
Texas	Missouri	0	0	0	0	0%
VA Hospitals	Veteran Affair	6,363	90	400	9	6.3%
Providence	Rhode Island	4,350	0	0	0	0%
Unassigned	Rhode Island	1,006	0	189	0	18.8%
Kent	Rhode Island	432	0	0	0	0%
Washington	Rhode Island	256	0	0	0	0%
Newport	Rhode Island	117	0	0	0	0%
Bristol	Rhode Island	95	0	0	0	0%
Unassigned	US Military	2,171	0	13	0	0.6%
Navy	US Military	1,775	0	9	0	0.5%
Army	US Military	881	0	2	0	0.2%
Air Force	US Military	804	0	1	0	0.1%
Marine Corps	US Military	270	0	0	0	0%
Mobile	Alabama	810	0	39	0	4.8%
Jefferson	Alabama	778	0	32	0	4.1%
Lee	Alabama	340	0	21	0	6.2%
Shelby	Alabama	283	0	7	0	2.5%
Chambers	Alabama	275	0	16	0	5.8%
Montgomery	Alabama	263	0	3	0	1.1%
Marshall	Alabama	258	0	4	0	1.6%
Tallapoosa	Alabama	254	0	16	0	6.3%
Madison	Alabama	205	0	4	0	2%
Tuscaloosa	Alabama	173	0	1	0	0.6%
Baldwin	Alabama	143	0	3	0	2.1%
Etowah	Alabama	120	0	8	0	6.7%
Walker	Alabama	89	0	0	0	0%
Calhoun	Alabama	88	0	3	0	3.4%
Coffee	Alabama	80	0	1	0	1.3%
Houston	Alabama	78	0	3	0	3.8%
Elmore	Alabama	74	0	1	0	1.4%
Marion	Alabama	67	0	5	0	7.5%
St. Clair	Alabama	62	0	0	0	0%
DeKalb	Alabama	61	0	2	0	3.3%
Randolph	Alabama	58	0	4	0	6.9%
Pike	Alabama	57	0	0	0	0%
Russell	Alabama	54	0	0	0	0%
Talladega	Alabama	53	0	2	0	3.8%
Wilcox	Alabama	52	0	1	0	1.9%
Morgan	Alabama	50	0	0	0	0%
Chilton	Alabama	47	0	1	0	2.1%
Sumter	Alabama	47	0	1	0	2.1%
Cullman	Alabama	44	0	0	0	0%
Pickens	Alabama	44	0	1	0	2.3%
Jackson	Alabama	43	0	2	0	4.7%
Greene	Alabama	41	0	0	0	0%
Limestone	Alabama	40	0	0	0	0%
Marengo	Alabama	38	0	3	0	7.9%
Hale	Alabama	37	0	1	0	2.7%
Lowndes	Alabama	34	0	1	0	2.9%
Autauga	Alabama	33	0	2	0	6.1%
Bibb	Alabama	33	0	0	0	0%
Blount	Alabama	31	0	0	0	0%
Barbour	Alabama	30	0	0	0	0%
Covington	Alabama	29	0	0	0	0%
Dallas	Alabama	29	0	2	0	6.9%
Coosa	Alabama	28	0	1	0	3.6%
Macon	Alabama	27	0	2	0	7.4%
Clarke	Alabama	25	0	1	0	4%
Franklin	Alabama	25	0	0	0	0%
Lauderdale	Alabama	25	0	3	0	12%
Choctaw	Alabama	22	0	0	0	0%
Colbert	Alabama	22	0	1	0	4.5%
Dale	Alabama	22	0	0	0	0%
Henry	Alabama	22	0	0	0	0%
Escambia	Alabama	21	0	1	0	4.8%
Butler	Alabama	19	0	0	0	0%
Clay	Alabama	19	0	0	0	0%
Washington	Alabama	18	0	1	0	5.6%
Bullock	Alabama	12	0	0	0	0%
Cherokee	Alabama	12	0	0	0	0%
Cleburne	Alabama	12	0	1	0	8.3%
Lawrence	Alabama	12	0	0	0	0%
Winston	Alabama	10	0	0	0	0%
Conecuh	Alabama	9	0	0	0	0%
Lamar	Alabama	9	0	0	0	0%
Monroe	Alabama	9	0	1	0	11.1%
Perry	Alabama	9	0	0	0	0%
Crenshaw	Alabama	8	0	0	0	0%
Geneva	Alabama	6	0	0	0	0%
Fayette	Alabama	4	0	0	0	0%
Unassigned	Alabama	0	0	0	0	0%
Maricopa	Arizona	2,970	0	115	0	3.9%
Pima	Arizona	1,026	0	70	0	6.8%
Navajo	Arizona	564	0	13	0	2.3%
Coconino	Arizona	372	0	32	0	8.6%
Pinal	Arizona	303	0	8	0	2.6%
Apache	Arizona	268	0	5	0	1.9%
Yavapai	Arizona	75	0	1	0	1.3%
Mohave	Arizona	69	0	3	0	4.3%
Yuma	Arizona	42	0	1	0	2.4%
Cochise	Arizona	31	0	0	0	0%
Santa Cruz	Arizona	28	0	0	0	0%
Gila	Arizona	12	0	0	0	0%
La Paz	Arizona	6	0	1	0	16.7%
Graham	Arizona	4	0	0	0	0%
Greenlee	Arizona	2	0	0	0	0%
Unassigned	Arizona	0	0	0	0	0%
Hinds	Mississippi	383	0	6	0	1.6%
DeSoto	Mississippi	252	0	4	0	1.6%
Lauderdale	Mississippi	249	0	18	0	7.2%
Jackson	Mississippi	228	0	6	0	2.6%
Scott	Mississippi	177	0	0	0	0%
Madison	Mississippi	165	0	4	0	2.4%
Forrest	Mississippi	164	0	6	0	3.7%
Rankin	Mississippi	153	0	4	0	2.6%
Harrison	Mississippi	152	0	6	0	3.9%
Pearl River	Mississippi	142	0	11	0	7.7%
Pike	Mississippi	126	0	3	0	2.4%
Lincoln	Mississippi	125	0	7	0	5.6%
Leflore	Mississippi	119	0	13	0	10.9%
Leake	Mississippi	118	0	1	0	0.8%
Yazoo	Mississippi	110	0	1	0	0.9%
Monroe	Mississippi	109	0	9	0	8.3%
Neshoba	Mississippi	102	0	2	0	2%
Adams	Mississippi	101	0	7	0	6.9%
Jones	Mississippi	94	0	0	0	0%
Bolivar	Mississippi	89	0	7	0	7.9%
Holmes	Mississippi	83	0	5	0	6%
Lafayette	Mississippi	81	0	3	0	3.7%
Lamar	Mississippi	79	0	2	0	2.5%
Washington	Mississippi	71	0	3	0	4.2%
Lee	Mississippi	66	0	4	0	6.1%
Wilkinson	Mississippi	65	0	6	0	9.2%
Attala	Mississippi	62	0	0	0	0%
Copiah	Mississippi	59	0	1	0	1.7%
Hancock	Mississippi	55	0	5	0	9.1%
Coahoma	Mississippi	53	0	2	0	3.8%
Marion	Mississippi	53	0	4	0	7.5%
Smith	Mississippi	53	0	3	0	5.7%
Chickasaw	Mississippi	52	0	4	0	7.7%
Sunflower	Mississippi	51	0	2	0	3.9%
Tippah	Mississippi	49	0	7	0	14.3%
Newton	Mississippi	45	0	0	0	0%
Oktibbeha	Mississippi	45	0	3	0	6.7%
Calhoun	Mississippi	43	0	2	0	4.7%
Covington	Mississippi	40	0	0	0	0%
Marshall	Mississippi	40	0	2	0	5%
Panola	Mississippi	38	0	2	0	5.3%
Clarke	Mississippi	37	0	3	0	8.1%
Winston	Mississippi	37	0	0	0	0%
Lowndes	Mississippi	36	0	1	0	2.8%
Tate	Mississippi	35	0	0	0	0%
Tunica	Mississippi	34	0	1	0	2.9%
Simpson	Mississippi	33	0	0	0	0%
Warren	Mississippi	32	0	2	0	6.3%
Itawamba	Mississippi	30	0	1	0	3.3%
Noxubee	Mississippi	29	0	0	0	0%
Prentiss	Mississippi	29	0	0	0	0%
Clay	Mississippi	28	0	2	0	7.1%
Grenada	Mississippi	27	0	0	0	0%
Jasper	Mississippi	27	0	1	0	3.7%
Kemper	Mississippi	27	0	0	0	0%
Walthall	Mississippi	27	0	0	0	0%
Lawrence	Mississippi	25	0	0	0	0%
Amite	Mississippi	24	0	1	0	4.2%
Perry	Mississippi	23	0	1	0	4.3%
Stone	Mississippi	22	0	0	0	0%
Pontotoc	Mississippi	18	0	2	0	11.1%
Franklin	Mississippi	17	0	0	0	0%
Yalobusha	Mississippi	17	0	0	0	0%
Wayne	Mississippi	17	0	0	0	0%
Montgomery	Mississippi	16	0	1	0	6.3%
Webster	Mississippi	16	0	1	0	6.3%
Carroll	Mississippi	15	0	1	0	6.7%
Humphreys	Mississippi	14	0	3	0	21.4%
Quitman	Mississippi	14	0	0	0	0%
Union	Mississippi	14	0	1	0	7.1%
Choctaw	Mississippi	13	0	1	0	7.7%
Jefferson Davis	Mississippi	13	0	1	0	7.7%
Claiborne	Mississippi	12	0	0	0	0%
George	Mississippi	10	0	1	0	10%
Benton	Mississippi	9	0	0	0	0%
Tallahatchie	Mississippi	9	0	1	0	11.1%
Alcorn	Mississippi	8	0	0	0	0%
Jefferson	Mississippi	5	0	0	0	0%
Tishomingo	Mississippi	5	0	0	0	0%
Sharkey	Mississippi	4	0	0	0	0%
Greene	Mississippi	4	0	0	0	0%
Unassigned	Mississippi	0	0	0	0	0%
Milwaukee	Wisconsin	2,382	0	150	0	6.3%
Brown	Wisconsin	455	0	2	0	0.4%
Dane	Wisconsin	387	0	21	0	5.4%
Kenosha	Wisconsin	294	0	6	0	2%
Waukesha	Wisconsin	280	0	14	0	5%
Racine	Wisconsin	215	0	10	0	4.7%
Walworth	Wisconsin	100	0	7	0	7%
Rock	Wisconsin	99	0	4	0	4%
Washington	Wisconsin	90	0	4	0	4.4%
Ozaukee	Wisconsin	80	0	9	0	11.3%
Fond du Lac	Wisconsin	66	0	3	0	4.5%
Winnebago	Wisconsin	46	0	1	0	2.2%
Sheboygan	Wisconsin	44	0	2	0	4.5%
Outagamie	Wisconsin	38	0	2	0	5.3%
Jefferson	Wisconsin	37	0	0	0	0%
Sauk	Wisconsin	37	0	3	0	8.1%
Columbia	Wisconsin	27	0	1	0	3.7%
Grant	Wisconsin	26	0	3	0	11.5%
La Crosse	Wisconsin	25	0	0	0	0%
Eau Claire	Wisconsin	23	0	0	0	0%
Chippewa	Wisconsin	20	0	0	0	0%
Dodge	Wisconsin	20	0	1	0	5%
Clark	Wisconsin	18	0	1	0	5.6%
Marathon	Wisconsin	17	0	1	0	5.9%
Monroe	Wisconsin	14	0	1	0	7.1%
St. Croix	Wisconsin	13	0	0	0	0%
Jackson	Wisconsin	12	0	1	0	8.3%
Juneau	Wisconsin	11	0	1	0	9.1%
Green	Wisconsin	10	0	0	0	0%
Richland	Wisconsin	10	0	1	0	10%
Kewaunee	Wisconsin	10	0	1	0	10%
Door	Wisconsin	9	0	1	0	11.1%
Douglas	Wisconsin	9	0	0	0	0%
Dunn	Wisconsin	9	0	0	0	0%
Marinette	Wisconsin	8	0	1	0	12.5%
Pierce	Wisconsin	8	0	0	0	0%
Iowa	Wisconsin	7	0	0	0	0%
Manitowoc	Wisconsin	7	0	0	0	0%
Calumet	Wisconsin	6	0	0	0	0%
Oneida	Wisconsin	6	0	0	0	0%
Waupaca	Wisconsin	6	0	1	0	16.7%
Barron	Wisconsin	6	0	0	0	0%
Shawano	Wisconsin	6	0	0	0	0%
Oconto	Wisconsin	5	0	0	0	0%
Buffalo	Wisconsin	4	0	1	0	25%
Portage	Wisconsin	4	0	0	0	0%
Vilas	Wisconsin	4	0	0	0	0%
Adams	Wisconsin	4	0	1	0	25%
Rusk	Wisconsin	4	0	0	0	0%
Lafayette	Wisconsin	4	0	0	0	0%
Polk	Wisconsin	4	0	0	0	0%
Bayfield	Wisconsin	3	0	1	0	33.3%
Crawford	Wisconsin	3	0	0	0	0%
Marquette	Wisconsin	3	0	1	0	33.3%
Ashland	Wisconsin	2	0	0	0	0%
Iron	Wisconsin	2	0	1	0	50%
Wood	Wisconsin	2	0	0	0	0%
Florence	Wisconsin	2	0	0	0	0%
Waushara	Wisconsin	2	0	0	0	0%
Sawyer	Wisconsin	2	0	0	0	0%
Menominee	Wisconsin	1	0	0	0	0%
Trempealeau	Wisconsin	1	0	0	0	0%
Price	Wisconsin	1	0	0	0	0%
